,away,away_score_after,drive,home,home_score_after,offense,plays,result,time,yds_gained,gameId
14,NO,35,15,DAL,10,DAL,5,Touchdown,1:31,89,331110018
15,NO,35,16,DAL,17,DAL,3,Punt,0:18,-11,331110018
16,NO,35,17,DAL,17,NO,6,Touchdown,2:30,83,331110018
17,NO,42,18,DAL,17,DAL,3,Punt,1:24,5,331110018
18,NO,42,19,DAL,17,NO,8,Touchdown,5:27,78,331110018
19,NO,49,20,DAL,17,DAL,3,Punt,2:01,-16,331110018
20,NO,49,21,DAL,17,NO,7,End of Game,3:43,8,331110018
0,TB,0,0,MIA,0,TB,9,Touchdown,5:23,76,331111027
1,TB,7,1,MIA,0,MIA,3,Punt,1:14,-16,331111027
2,TB,7,2,MIA,0,TB,6,Field Goal,2:40,34,331111027
3,TB,10,3,MIA,0,MIA,6,Punt,3:06,22,331111027
4,TB,10,4,MIA,0,TB,5,Punt,2:45,36,331111027
5,TB,10,5,MIA,0,MIA,2,Safety,0:44,-2,331111027
6,TB,12,6,MIA,0,TB,8,Field Goal,4:51,41,331111027
7,TB,15,7,MIA,7,MIA,6,Punt,3:39,17,331111027
8,TB,15,8,MIA,0,TB,3,Punt,1:28,-5,331111027
9,TB,15,9,MIA,0,MIA,9,Touchdown,3:26,78,331111027
10,TB,15,10,MIA,10,TB,2,End of Half,0:28,-1,331111027
11,TB,15,12,MIA,7,MIA,8,Punt,3:17,31,331111027
12,TB,15,13,MIA,7,TB,3,Punt,2:13,0,331111027
13,TB,15,14,MIA,7,MIA,4,Field Goal,1:33,7,331111027
14,TB,15,15,MIA,10,TB,5,Punt,3:50,1,331111027
15,TB,15,16,MIA,10,MIA,5,Touchdown,2:06,41,331111027
16,TB,15,17,MIA,16,TB,2,Intercepted Pass,0:27,23,331111027
17,TB,15,18,MIA,16,MIA,4,Field Goal,1:24,-5,331111027
18,TB,15,19,MIA,19,TB,9,Touchdown,4:51,80,331111027
19,TB,22,20,MIA,19,MIA,6,Punt,3:02,13,331111027
20,TB,22,21,MIA,19,TB,7,Punt,4:17,33,331111027
21,TB,22,22,MIA,19,MIA,6,Intercepted Pass,1:25,10,331111027
22,TB,22,23,MIA,19,TB,4,End of Game,1:35,-20,331111027
0,TEN,0,0,IND,0,TEN,8,Touchdown,3:24,80,331114010
1,TEN,7,1,IND,0,IND,3,Punt,1:39,4,331114010
2,TEN,7,2,IND,0,TEN,11,Touchdown,5:51,68,331114010
3,TEN,14,3,IND,0,IND,13,Field Goal,7:40,63,331114010
4,TEN,14,4,IND,3,TEN,3,Punt,1:40,9,331114010
5,TEN,14,5,IND,3,IND,4,Punt,1:05,15,331114010
6,TEN,14,6,IND,3,TEN,11,Field Goal,6:09,69,331114010
7,TEN,17,7,IND,3,IND,12,Field Goal,2:32,67,331114010
8,TEN,17,8,IND,6,IND,1,End of Half,0:00,0,331114010
9,TEN,17,10,IND,6,IND,11,Touchdown,6:27,74,331114010
10,TEN,17,11,IND,13,IND,2,Touchdown,0:51,20,331114010
11,TEN,17,12,IND,20,TEN,3,Punt,2:08,1,331114010
12,TEN,17,13,IND,20,IND,9,Field Goal,3:49,26,331114010
13,TEN,17,14,IND,23,TEN,11,Field Goal,4:48,40,331114010
14,TEN,20,15,IND,23,IND,4,Punt,1:46,41,331114010
15,TEN,20,16,IND,23,TEN,5,Punt,2:12,20,331114010
16,TEN,20,17,IND,23,IND,11,Touchdown,4:40,74,331114010
17,TEN,20,18,IND,30,TEN,4,Touchdown,1:07,80,331114010
18,TEN,27,19,IND,30,IND,4,End of Game,1:54,-3,331114010
0,BUF,0,0,NYJ,0,NYJ,8,Punt,4:38,28,331117002
1,BUF,0,1,NYJ,0,BUF,3,Punt,1:42,9,331117002
2,BUF,0,2,NYJ,0,NYJ,5,Missed FG,2:31,36,331117002
3,BUF,0,3,NYJ,0,BUF,5,Punt,2:18,16,331117002
4,BUF,0,4,NYJ,0,NYJ,3,Punt,2:01,7,331117002
5,BUF,0,5,NYJ,0,BUF,10,Field Goal,3:40,36,331117002
6,BUF,3,6,NYJ,0,NYJ,3,Punt,1:19,-2,331117002
7,BUF,3,7,NYJ,0,BUF,13,Touchdown,7:02,68,331117002
8,BUF,10,8,NYJ,0,NYJ,1,Fumble,0:12,0,331117002
9,BUF,16,9,NYJ,0,BUF,2,Touchdown,0:36,4,331117002
10,BUF,17,10,NYJ,0,NYJ,1,Intercepted Pass,0:51,7,331117002
11,BUF,17,11,NYJ,0,BUF,4,Field Goal,1:11,3,331117002
12,BUF,20,12,NYJ,0,NYJ,3,Punt,0:55,17,331117002
13,BUF,20,13,NYJ,0,BUF,2,End of Half,0:20,-1,331117002
14,BUF,20,15,NYJ,0,BUF,10,Punt,4:47,23,331117002
15,BUF,20,16,NYJ,0,NYJ,7,Touchdown,2:55,40,331117002
16,BUF,20,17,NYJ,7,BUF,3,Punt,1:00,-7,331117002
17,BUF,20,18,NYJ,7,NYJ,3,Punt,0:48,2,331117002
18,BUF,20,19,NYJ,7,BUF,2,Touchdown,0:27,83,331117002
19,BUF,34,20,NYJ,14,NYJ,1,Intercepted Pass,0:48,-3,331117002
20,BUF,27,21,NYJ,7,BUF,3,Punt,0:54,2,331117002
21,BUF,27,22,NYJ,7,NYJ,4,Intercepted Pass Touchdown,1:43,50,331117002
22,BUF,34,23,NYJ,7,NYJ,3,Punt,1:14,6,331117002
23,BUF,34,24,NYJ,7,BUF,3,Punt,1:42,1,331117002
24,BUF,34,25,NYJ,7,NYJ,6,Touchdown,3:19,62,331117002
25,BUF,34,26,NYJ,14,BUF,9,Field Goal,5:34,56,331117002
26,BUF,37,27,NYJ,14,NYJ,5,Downs,2:05,85,331117002
27,BUF,37,28,NYJ,14,BUF,4,End of Game,1:57,1,331117002
0,CHI,0,0,BAL,0,CHI,5,Punt,2:46,15,331117003
1,CHI,0,1,BAL,0,BAL,6,Touchdown,2:16,66,331117003
2,CHI,0,2,BAL,7,CHI,3,Punt,1:03,11,331117003
3,CHI,0,3,BAL,7,BAL,8,Field Goal,3:53,38,331117003
4,CHI,0,4,BAL,10,CHI,3,Punt,0:48,4,331117003
5,CHI,0,5,BAL,10,BAL,11,Punt,5:22,31,331117003
6,CHI,10,6,BAL,10,CHI,12,Field Goal,4:33,68,331117003
7,CHI,3,7,BAL,10,BAL,1,Intercepted Pass Touchdown,0:12,22,331117003
8,CHI,10,8,BAL,10,BAL,9,Touchdown,4:30,76,331117003
9,CHI,10,9,BAL,17,CHI,3,Punt,2:13,0,331117003
10,CHI,10,10,BAL,17,BAL,2,Intercepted Pass,0:45,-6,331117003
11,CHI,10,11,BAL,17,CHI,5,Field Goal,1:00,32,331117003
12,CHI,13,12,BAL,17,CHI,1,End of Half,0:00,0,331117003
13,CHI,13,14,BAL,17,BAL,13,Downs,7:23,39,331117003
14,CHI,13,15,BAL,17,CHI,6,Punt,3:41,19,331117003
15,CHI,13,16,BAL,17,BAL,3,Punt,2:06,9,331117003
16,CHI,13,17,BAL,17,CHI,11,Touchdown,5:59,75,331117003
17,CHI,20,18,BAL,17,BAL,3,Punt,1:17,9,331117003
18,CHI,20,19,BAL,17,CHI,6,Punt,4:10,25,331117003
19,CHI,20,20,BAL,17,BAL,15,Field Goal,4:45,75,331117003
20,CHI,20,21,BAL,20,CHI,1,Punt,2:41,-1,331117003
21,CHI,20,22,BAL,20,BAL,5,Punt,2:24,18,331117003
22,CHI,20,23,BAL,20,CHI,7,Field Goal,3:38,60,331117003
0,CIN,0,0,CLE,0,CIN,3,Punt,2:04,0,331117004
1,CIN,0,1,CLE,0,CLE,3,Punt,2:04,3,331117004
2,CIN,0,2,CLE,0,CIN,3,Punt,1:51,9,331117004
3,CIN,0,3,CLE,0,CLE,11,Field Goal,4:51,75,331117004
4,CIN,0,4,CLE,3,CIN,1,Intercepted Pass,0:08,16,331117004
5,CIN,0,5,CLE,3,CLE,4,Field Goal,0:58,4,331117004
6,CIN,0,6,CLE,6,CIN,1,Intercepted Pass Touchdown,0:45,29,331117004
7,CIN,0,7,CLE,13,CIN,3,Punt,1:23,4,331117004
8,CIN,0,8,CLE,13,CLE,1,Intercepted Pass,0:12,10,331117004
9,CIN,0,9,CLE,13,CIN,2,Touchdown,0:52,22,331117004
10,CIN,7,10,CLE,13,CLE,3,Punt,1:29,-3,331117004
11,CIN,7,11,CLE,13,CIN,5,Touchdown,1:34,38,331117004
12,CIN,14,12,CLE,13,CLE,3,Punt,1:31,1,331117004
13,CIN,14,13,CLE,13,CIN,3,Punt,0:51,3,331117004
14,CIN,14,14,CLE,13,CLE,9,Blocked Punt Touchdown,4:52,63,331117004
15,CIN,21,15,CLE,13,CLE,1,Fumble Touchdown,1:50,10,331117004
16,CIN,28,16,CLE,13,CLE,3,Punt,0:57,5,331117004
17,CIN,28,17,CLE,13,CIN,3,Punt,0:39,3,331117004
18,CIN,28,18,CLE,13,CLE,3,Punt,0:24,-3,331117004
19,CIN,28,19,CLE,13,CIN,4,Field Goal,0:19,9,331117004
20,CIN,31,20,CLE,13,CIN,1,End of Half,0:01,0,331117004
21,CIN,31,22,CLE,13,CLE,8,Downs,3:12,40,331117004
22,CIN,31,23,CLE,13,CIN,3,Punt,1:33,6,331117004
23,CIN,31,24,CLE,13,CLE,2,Touchdown,0:46,79,331117004
24,CIN,31,25,CLE,20,CIN,9,Punt,4:25,35,331117004
25,CIN,31,26,CLE,20,CLE,2,Intercepted Pass,0:51,3,331117004
26,CIN,31,27,CLE,20,CIN,3,Punt,2:05,6,331117004
27,CIN,31,28,CLE,20,CLE,3,Punt,1:51,-3,331117004
28,CIN,31,29,CLE,20,CIN,7,Touchdown,3:27,52,331117004
29,CIN,38,30,CLE,20,CLE,4,Downs,1:02,7,331117004
30,CIN,38,31,CLE,20,CIN,4,Field Goal,2:44,1,331117004
31,CIN,41,32,CLE,20,CLE,19,Downs,5:09,76,331117004
32,CIN,41,33,CLE,20,CIN,3,Punt,1:19,6,331117004
33,CIN,41,34,CLE,20,CLE,1,Intercepted Pass,0:10,7,331117004
34,CIN,41,35,CLE,20,CIN,4,End of Game,1:26,-2,331117004
0,PHI,0,0,WSH,0,WSH,6,Punt,3:09,42,331117021
1,PHI,0,1,WSH,0,PHI,6,Punt,1:28,13,331117021
2,PHI,0,2,WSH,0,WSH,10,Punt,6:19,29,331117021
3,PHI,0,3,WSH,0,PHI,4,Touchdown,1:16,68,331117021
4,PHI,7,4,WSH,0,WSH,3,Punt,1:29,8,331117021
5,PHI,7,5,WSH,0,PHI,6,Touchdown,1:48,70,331117021
6,PHI,14,6,WSH,0,WSH,11,Fumble,6:47,70,331117021
7,PHI,14,7,WSH,0,PHI,8,Field Goal,3:53,90,331117021
8,PHI,17,8,WSH,0,WSH,7,Punt,3:10,33,331117021
9,PHI,17,9,WSH,0,PHI,5,Punt,0:34,16,331117021
10,PHI,17,10,WSH,0,WSH,2,End of Half,0:07,-1,331117021
11,PHI,17,12,WSH,0,PHI,13,Touchdown,5:19,73,331117021
12,PHI,24,13,WSH,0,WSH,6,Punt,3:20,10,331117021
13,PHI,24,14,WSH,0,PHI,3,Punt,1:34,-4,331117021
14,PHI,24,15,WSH,0,WSH,4,Punt,1:49,19,331117021
15,PHI,24,16,WSH,0,PHI,3,Punt,1:54,8,331117021
16,PHI,24,17,WSH,0,WSH,4,Downs,1:38,9,331117021
17,PHI,24,18,WSH,0,PHI,4,Downs,1:08,9,331117021
18,PHI,24,19,WSH,0,WSH,1,Touchdown,0:12,62,331117021
19,PHI,24,20,WSH,8,PHI,7,Punt,4:19,24,331117021
20,PHI,24,21,WSH,8,WSH,7,Touchdown,2:40,85,331117021
21,PHI,24,22,WSH,16,PHI,3,Punt,2:31,10,331117021
22,PHI,24,23,WSH,16,WSH,16,Intercepted Pass,3:02,82,331117021
23,PHI,24,24,WSH,16,PHI,2,End of Game,0:24,-1,331117021
0,PIT,0,0,DET,0,DET,10,Downs,4:42,49,331117023
1,PIT,0,1,DET,0,PIT,8,Touchdown,3:58,68,331117023
2,PIT,7,2,DET,0,DET,3,Punt,1:03,2,331117023
3,PIT,7,3,DET,0,PIT,4,Touchdown,1:19,63,331117023
4,PIT,14,4,DET,0,DET,10,Field Goal,4:53,50,331117023
5,PIT,14,5,DET,3,PIT,3,Punt,1:24,-3,331117023
6,PIT,14,6,DET,3,DET,1,Fumble,0:10,31,331117023
7,PIT,14,7,DET,3,PIT,7,Field Goal,1:59,25,331117023
8,PIT,17,8,DET,3,DET,1,Touchdown,0:18,79,331117023
9,PIT,17,9,DET,10,PIT,7,Field Goal,2:54,64,331117023
10,PIT,20,10,DET,10,DET,5,Touchdown,3:27,74,331117023
11,PIT,20,11,DET,17,PIT,3,Punt,1:21,5,331117023
12,PIT,20,12,DET,17,DET,5,Touchdown,0:49,62,331117023
13,PIT,20,13,DET,24,PIT,3,Punt,0:40,-9,331117023
14,PIT,20,14,DET,24,DET,10,Field Goal,0:58,55,331117023
15,PIT,20,15,DET,27,PIT,2,End of Half,0:04,-1,331117023
16,PIT,20,17,DET,27,PIT,3,Punt,1:38,18,331117023
17,PIT,20,18,DET,27,DET,3,Punt,0:59,2,331117023
18,PIT,20,19,DET,27,PIT,3,Punt,0:23,15,331117023
19,PIT,20,20,DET,27,DET,3,Punt,1:29,-10,331117023
20,PIT,20,21,DET,27,PIT,10,Field Goal,5:11,42,331117023
21,PIT,23,22,DET,27,DET,12,Fumble,7:25,70,331117023
22,PIT,23,23,DET,27,PIT,16,Touchdown,8:03,96,331117023
23,PIT,30,24,DET,27,DET,2,Intercepted Pass,0:35,27,331117023
24,PIT,30,25,DET,27,PIT,5,Touchdown,1:42,34,331117023
25,PIT,37,26,DET,27,DET,8,Downs,0:50,2,331117023
26,PIT,37,27,DET,27,PIT,4,End of Game,1:38,-3,331117023
0,TB,0,0,ATL,0,TB,5,Punt,1:49,20,331117027
1,TB,0,1,ATL,0,ATL,7,Punt,4:20,48,331117027
2,TB,0,2,ATL,0,TB,15,Field Goal,7:06,73,331117027
3,TB,3,3,ATL,0,ATL,10,Field Goal,4:38,47,331117027
4,TB,3,4,ATL,3,TB,3,Touchdown,1:53,81,331117027
5,TB,10,5,ATL,3,TB,5,Downs,2:55,18,331117027
6,TB,10,6,ATL,3,ATL,1,Intercepted Pass Touchdown,0:14,37,331117027
7,TB,17,7,ATL,3,ATL,4,Fumble,2:03,17,331117027
8,TB,17,8,ATL,3,TB,5,Touchdown,1:46,47,331117027
9,TB,24,9,ATL,3,ATL,8,Field Goal,2:20,49,331117027
10,TB,24,10,ATL,6,TB,6,Missed FG,0:56,43,331117027
11,TB,24,11,ATL,6,TB,1,End of Half,0:00,0,331117027
12,TB,27,13,ATL,6,ATL,10,Downs,3:24,47,331117027
13,TB,24,14,ATL,6,TB,4,Touchdown,2:02,67,331117027
14,TB,31,15,ATL,6,ATL,9,"Blocked Punt, Downs",3:51,16,331117027
15,TB,31,16,ATL,6,TB,7,Touchdown,3:49,20,331117027
16,TB,38,17,ATL,6,ATL,2,Touchdown,0:52,80,331117027
17,TB,38,18,ATL,13,TB,3,Punt,1:54,3,331117027
18,TB,38,19,ATL,13,ATL,1,Intercepted Pass,0:42,1,331117027
19,TB,38,20,ATL,13,TB,9,Field Goal,6:11,27,331117027
20,TB,41,21,ATL,13,ATL,6,Touchdown,1:53,80,331117027
21,TB,41,22,ATL,21,TB,3,Punt,1:42,3,331117027
22,TB,41,23,ATL,21,ATL,8,Touchdown,1:55,52,331117027
23,TB,41,24,ATL,28,TB,3,Punt,1:11,1,331117027
24,TB,41,25,ATL,28,ATL,2,End of Game,0:34,1,331117027
0,JAX,0,0,ARI,0,JAX,4,Touchdown,2:07,71,331117030
1,JAX,7,1,ARI,0,ARI,10,Touchdown,5:03,80,331117030
2,JAX,7,2,ARI,7,JAX,7,Touchdown,2:42,41,331117030
3,JAX,14,3,ARI,7,ARI,9,Punt,4:48,25,331117030
4,JAX,14,4,ARI,7,JAX,5,Punt,3:05,33,331117030
5,JAX,14,5,ARI,7,ARI,3,Punt,1:37,6,331117030
6,JAX,14,6,ARI,7,JAX,3,Punt,1:24,6,331117030
7,JAX,14,7,ARI,7,ARI,7,Punt,3:08,20,331117030
8,JAX,14,8,ARI,7,JAX,3,Punt,1:32,-2,331117030
9,JAX,14,9,ARI,7,ARI,5,Touchdown,2:06,70,331117030
10,JAX,14,10,ARI,14,JAX,3,Punt,0:37,8,331117030
11,JAX,14,11,ARI,14,ARI,3,Punt,0:49,-6,331117030
12,JAX,14,12,ARI,14,JAX,2,Missed FG,0:05,0,331117030
13,JAX,14,14,ARI,14,ARI,9,Field Goal,4:24,77,331117030
14,JAX,14,15,ARI,17,JAX,4,Punt,1:31,21,331117030
15,JAX,14,16,ARI,17,ARI,3,Touchdown,1:29,91,331117030
16,JAX,14,17,ARI,24,JAX,6,Punt,1:43,38,331117030
17,JAX,14,18,ARI,24,ARI,3,Punt,2:11,-1,331117030
18,JAX,14,19,ARI,24,JAX,3,Punt,1:09,-1,331117030
19,JAX,14,20,ARI,24,ARI,5,Punt,2:49,5,331117030
20,JAX,14,21,ARI,24,JAX,5,Punt,2:37,3,331117030
21,JAX,14,22,ARI,24,ARI,3,Punt,1:16,7,331117030
22,JAX,14,23,ARI,24,JAX,0,Intercepted Pass,0:32,-20,331117030
23,JAX,14,24,ARI,24,ARI,5,Field Goal,2:16,18,331117030
24,JAX,14,25,ARI,27,JAX,10,Downs,3:08,45,331117030
25,JAX,14,26,ARI,27,ARI,3,Punt,1:28,3,331117030
26,JAX,14,27,ARI,27,JAX,5,Intercepted Pass,0:50,13,331117030
27,JAX,14,28,ARI,27,ARI,4,End of Game,1:32,-3,331117030
0,HOU,0,0,OAK,0,HOU,2,Fumble,1:40,8,331117034
1,HOU,0,1,OAK,0,OAK,6,Touchdown,3:54,16,331117034
2,HOU,0,2,OAK,7,HOU,3,Punt,1:52,9,331117034
3,HOU,0,3,OAK,7,OAK,7,Punt,3:07,-1,331117034
4,HOU,0,4,OAK,7,HOU,1,Intercepted Pass,0:11,0,331117034
5,HOU,0,5,OAK,14,OAK,1,Touchdown,0:05,16,331117034
6,HOU,0,6,OAK,14,HOU,5,Punt,2:49,20,331117034
7,HOU,0,7,OAK,14,OAK,3,Punt,1:31,9,331117034
8,HOU,7,8,OAK,14,HOU,4,Touchdown,2:07,85,331117034
9,HOU,17,9,OAK,14,OAK,4,Punt,1:32,37,331117034
10,HOU,7,10,OAK,14,HOU,3,Punt,1:47,0,331117034
11,HOU,7,11,OAK,14,OAK,3,Punt,1:22,4,331117034
12,HOU,7,12,OAK,14,HOU,3,Punt,1:21,7,331117034
13,HOU,7,13,OAK,14,OAK,3,Punt,2:16,4,331117034
14,HOU,7,14,OAK,14,HOU,1,Touchdown,0:00,85,331117034
15,HOU,14,15,OAK,14,OAK,3,Punt,0:17,3,331117034
16,HOU,14,16,OAK,14,HOU,9,Field Goal,1:46,43,331117034
17,HOU,17,17,OAK,14,OAK,3,End of Half,0:40,5,331117034
18,HOU,17,19,OAK,14,OAK,5,Punt,2:32,24,331117034
19,HOU,17,20,OAK,14,HOU,3,Punt,1:29,6,331117034
20,HOU,17,21,OAK,14,OAK,5,Touchdown,2:21,73,331117034
21,HOU,17,22,OAK,21,HOU,3,Punt,0:52,1,331117034
22,HOU,17,23,OAK,21,OAK,5,Missed FG,3:31,23,331117034
23,HOU,17,24,OAK,21,HOU,3,Punt,0:55,8,331117034
24,HOU,17,25,OAK,27,OAK,1,Touchdown,0:13,80,331117034
25,HOU,17,26,OAK,28,HOU,5,Punt,1:29,27,331117034
26,HOU,17,27,OAK,28,OAK,3,Punt,0:48,8,331117034
27,HOU,17,28,OAK,28,HOU,9,Field Goal,2:34,61,331117034
28,HOU,20,29,OAK,28,OAK,3,Punt,0:44,2,331117034
29,HOU,20,30,OAK,28,HOU,10,Field Goal,3:18,33,331117034
30,HOU,23,31,OAK,28,OAK,3,Punt,0:57,4,331117034
31,HOU,23,32,OAK,28,HOU,3,Punt,0:16,0,331117034
32,HOU,23,33,OAK,28,OAK,6,Punt,2:43,10,331117034
33,HOU,23,34,OAK,28,HOU,8,Downs,2:33,49,331117034
34,HOU,23,35,OAK,28,OAK,4,End of Game,1:10,-3,331117034
0,MIA,0,0,SD,0,MIA,11,Field Goal,5:47,76,331117015
1,MIA,3,1,SD,0,SD,7,Intercepted Pass,4:47,62,331117015
2,MIA,3,2,SD,0,MIA,3,Intercepted Pass,1:51,14,331117015
3,MIA,3,3,SD,0,SD,4,Touchdown,2:17,49,331117015
4,MIA,3,4,SD,7,MIA,9,Touchdown,5:35,80,331117015
5,MIA,10,5,SD,7,SD,6,Punt,3:08,14,331117015
6,MIA,10,6,SD,7,MIA,5,Punt,2:36,17,331117015
7,MIA,10,7,SD,7,SD,8,Field Goal,2:45,22,331117015
8,MIA,10,8,SD,10,MIA,6,End of Half,0:54,13,331117015
9,MIA,10,10,SD,10,SD,8,Punt,4:41,23,331117015
10,MIA,10,11,SD,10,MIA,5,Touchdown,2:36,80,331117015
11,MIA,17,12,SD,10,SD,8,Field Goal,3:43,48,331117015
12,MIA,17,13,SD,13,MIA,4,Punt,2:27,7,331117015
13,MIA,17,14,SD,16,SD,5,Field Goal,1:28,56,331117015
14,MIA,17,15,SD,16,MIA,3,Punt,1:02,8,331117015
15,MIA,17,16,SD,16,SD,3,Punt,1:53,-6,331117015
16,MIA,17,17,SD,16,MIA,8,Field Goal,3:17,41,331117015
17,MIA,20,18,SD,16,SD,7,Punt,4:27,44,331117015
18,MIA,20,19,SD,16,MIA,6,Punt,1:50,28,331117015
19,MIA,20,20,SD,16,SD,10,End of Game,1:54,58,331117015
0,NO,0,0,SF,0,SF,4,Punt,1:17,6,331117018
1,NO,0,1,SF,0,NO,5,Punt,2:34,18,331117018
2,NO,0,2,SF,0,SF,3,Punt,1:13,6,331117018
3,NO,0,3,SF,0,NO,3,Punt,1:18,8,331117018
4,NO,0,4,SF,0,SF,3,Punt,0:15,0,331117018
5,NO,0,5,SF,0,NO,11,Touchdown,6:44,97,331117018
6,NO,7,6,SF,0,SF,12,Touchdown,0:10,43,331117018
7,NO,7,7,SF,7,NO,3,Punt,0:41,5,331117018
8,NO,7,8,SF,7,SF,10,Field Goal,2:51,52,331117018
9,NO,7,9,SF,10,NO,3,Touchdown,1:36,21,331117018
10,NO,14,10,SF,10,SF,5,Punt,1:46,22,331117018
11,NO,14,11,SF,10,NO,2,End of Half,0:02,-1,331117018
12,NO,14,13,SF,10,NO,5,Intercepted Pass,2:53,26,331117018
13,NO,14,14,SF,17,SF,3,Touchdown,1:15,22,331117018
14,NO,14,15,SF,17,NO,11,Downs,6:18,40,331117018
15,NO,14,16,SF,17,SF,13,Field Goal,6:11,49,331117018
16,NO,14,17,SF,20,NO,9,Field Goal,5:33,77,331117018
17,NO,17,18,SF,20,SF,3,Punt,1:02,1,331117018
18,NO,17,19,SF,20,NO,11,Field Goal,4:42,30,331117018
19,NO,20,20,SF,20,SF,3,Punt,0:18,7,331117018
20,NO,20,21,SF,20,NO,6,Field Goal,1:41,46,331117018
21,NO,23,22,SF,20,NO,1,End of Half,0:00,0,331117018
0,NYG,0,0,GB,0,NYG,6,Punt,4:38,20,331117019
1,NYG,0,1,GB,0,GB,3,Punt,1:51,2,331117019
2,NYG,0,2,GB,0,NYG,5,Touchdown,2:57,42,331117019
3,NYG,7,3,GB,0,GB,3,Punt,1:35,6,331117019
4,NYG,7,4,GB,0,NYG,11,Field Goal,4:56,56,331117019
5,NYG,10,5,GB,0,GB,7,Field Goal,3:42,76,331117019
6,NYG,10,6,GB,3,NYG,11,Intercepted Pass,6:53,84,331117019
7,NYG,10,7,GB,3,GB,5,Punt,2:10,35,331117019
8,NYG,10,8,GB,3,NYG,3,Punt,0:35,7,331117019
9,NYG,10,9,GB,3,GB,4,Field Goal,0:43,24,331117019
10,NYG,10,10,GB,6,GB,1,End of Half,0:00,0,331117019
11,NYG,10,12,GB,6,GB,4,Intercepted Pass,2:44,40,331117019
12,NYG,10,13,GB,6,NYG,5,Field Goal,2:10,40,331117019
13,NYG,13,14,GB,6,GB,8,Downs,3:34,45,331117019
14,NYG,13,15,GB,6,NYG,10,Touchdown,6:07,63,331117019
15,NYG,20,16,GB,6,GB,5,Touchdown,2:42,83,331117019
16,NYG,20,17,GB,13,NYG,3,Punt,1:48,-4,331117019
17,NYG,20,18,GB,13,GB,1,Intercepted Pass Touchdown,0:06,24,331117019
18,NYG,27,19,GB,13,GB,3,Punt,2:19,9,331117019
19,NYG,27,20,GB,13,NYG,7,Punt,3:58,16,331117019
20,NYG,27,21,GB,13,GB,7,Intercepted Pass,2:43,50,331117019
21,NYG,27,22,GB,13,NYG,3,Punt,1:12,7,331117019
22,NYG,27,23,GB,13,GB,5,End of Game,0:37,33,331117019
0,SEA,0,0,MIN,0,MIN,2,Fumble,1:31,6,331117026
1,SEA,0,1,MIN,0,SEA,5,Field Goal,2:04,13,331117026
2,SEA,3,2,MIN,0,MIN,13,Field Goal,6:45,66,331117026
3,SEA,3,3,MIN,3,SEA,3,Punt,1:49,2,331117026
4,SEA,3,4,MIN,3,MIN,3,Punt,0:41,1,331117026
5,SEA,3,5,MIN,3,SEA,4,Touchdown,2:10,78,331117026
6,SEA,10,6,MIN,3,MIN,6,Touchdown,3:32,80,331117026
7,SEA,10,7,MIN,10,SEA,9,Touchdown,5:02,79,331117026
8,SEA,17,8,MIN,10,MIN,11,Field Goal,5:38,47,331117026
9,SEA,17,9,MIN,13,SEA,5,Touchdown,0:38,46,331117026
10,SEA,24,10,MIN,13,MIN,2,End of Half,0:10,-1,331117026
11,SEA,24,12,MIN,13,MIN,1,Timeout,0:00,0,331117026
12,SEA,24,13,MIN,13,SEA,3,Punt,1:09,-3,331117026
13,SEA,24,14,MIN,13,MIN,3,Punt,1:52,8,331117026
14,SEA,24,15,MIN,13,SEA,6,Punt,4:19,28,331117026
15,SEA,24,16,MIN,13,MIN,9,Punt,4:54,36,331117026
16,SEA,24,17,MIN,13,SEA,4,Punt,2:37,25,331117026
17,SEA,24,18,MIN,13,MIN,1,Intercepted Pass,0:56,10,331117026
18,SEA,24,19,MIN,13,SEA,2,Touchdown,0:39,18,331117026
19,SEA,31,20,MIN,13,MIN,2,Intercepted Pass Touchdown,0:44,34,331117026
20,SEA,38,21,MIN,13,MIN,2,Intercepted Pass,0:50,2,331117026
21,SEA,38,22,MIN,13,SEA,4,Field Goal,1:28,7,331117026
22,SEA,41,23,MIN,13,MIN,8,Downs,3:31,68,331117026
23,SEA,41,24,MIN,13,SEA,3,Punt,1:30,8,331117026
24,SEA,41,25,MIN,13,MIN,7,Touchdown,2:53,60,331117026
25,SEA,41,26,MIN,20,SEA,5,End of Game,2:18,11,331117026
0,DEN,0,0,KC,0,KC,4,Punt,0:45,-2,331117007
1,DEN,0,1,KC,0,DEN,7,Field Goal,1:31,12,331117007
2,DEN,3,2,KC,0,KC,4,Punt,1:19,9,331117007
3,DEN,3,3,KC,0,DEN,3,Punt,1:05,9,331117007
4,DEN,3,4,KC,0,KC,3,Punt,1:23,4,331117007
5,DEN,3,5,KC,0,DEN,5,Fumble,2:42,33,331117007
6,DEN,3,6,KC,0,KC,1,Fumble,0:08,0,331117007
7,DEN,3,7,KC,0,DEN,5,Touchdown,2:25,84,331117007
8,DEN,10,8,KC,0,KC,11,Touchdown,4:40,80,331117007
9,DEN,10,9,KC,7,DEN,10,Touchdown,4:18,79,331117007
10,DEN,17,10,KC,7,KC,12,Field Goal,6:10,78,331117007
11,DEN,17,11,KC,10,DEN,10,Missed FG,2:23,46,331117007
12,DEN,17,12,KC,10,KC,4,End of Half,0:32,37,331117007
13,DEN,17,14,KC,10,DEN,3,Punt,0:51,1,331117007
